Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s400	23	66	39	15	4	57	26	90	10	94	95	58	56	57	22	89	51	99	88	98	22	42	73	85	92	29	85	68	21	75	40	46	39	39	46	8	48	77	61	80	4	34	3	33	72	63	51	59	49	47	100	78	90	47	44	31	90	13	94	56	14	66	27	22	52	53	93	94	19	78	84	73	75	91	60	73	26	19	11	54	9	68	62	0	100	35	46	67	7	71	33	29	22	6	29	36	52	17	37	46	warm	warm	cold	hot	warm	cold	cold	cold	hot	warm	cold	warm	hot	lukewarm	warm	cold	hot	cold	warm	lukewarm	warm	warm	hot	cold	hot	cold	cold	warm	warm	hot	cold	hot	cold	cold	warm	lukewarm	cold	lukewarm	cold	cold	warm	lukewarm	cold	lukewarm	cold	cold	lukewarm	hot	lukewarm	warm	cold	warm	cold	hot	cold	warm	lukewarm	cold	lukewarm	cold	lukewarm	cold	hot	cold	lukewarm	hot	lukewarm	warm	lukewarm	lukewarm	lukewarm	hot	hot	lukewarm	hot	cold	warm	hot	warm	hot	cold	warm	cold	hot	warm	hot	hot	lukewarm	warm	warm	cold	warm	warm	lukewarm	cold	hot	hot	cold	lukewarm	lukewarm
s401	32	63	22	59	99	0	47	31	18	97	65	94	56	7	54	70	58	22	7	63	70	54	35	44	3	32	72	34	67	9	82	15	39	66	92	36	20	98	7	59	57	18	99	47	91	57	78	22	62	25	80	90	100	83	5	71	72	63	97	33	34	42	19	10	33	1	48	57	47	32	33	1	13	54	77	15	47	78	2	85	47	8	85	40	0	15	56	24	24	18	62	99	26	91	17	3	16	54	98	84	hot	warm	cold	warm	cold	hot	lukewarm	lukewarm	lukewarm	hot	hot	lukewarm	warm	warm	warm	hot	cold	cold	hot	warm	lukewarm	hot	cold	warm	warm	hot	hot	warm	warm	hot	warm	cold	hot	warm	cold	cold	hot	cold	warm	cold	cold	lukewarm	cold	hot	cold	hot	lukewarm	hot	hot	lukewarm	lukewarm	hot	cold	cold	lukewarm	cold	hot	cold	cold	cold	hot	cold	warm	cold	hot	hot	cold	hot	lukewarm	hot	cold	warm	warm	hot	warm	cold	lukewarm	lukewarm	warm	hot	cold	hot	hot	lukewarm	warm	hot	warm	lukewarm	warm	cold	hot	hot	warm	cold	hot	cold	hot	hot	warm	hot
s402	39	23	89	41	57	22	28	95	13	57	37	13	65	74	82	8	7	50	57	87	36	14	96	93	100	19	59	45	71	96	19	100	74	58	100	50	38	52	1	24	66	49	69	36	8	86	55	52	14	53	11	100	46	61	50	94	92	18	29	69	89	10	52	32	94	35	96	63	2	96	45	37	34	43	81	38	62	38	81	86	43	72	88	28	79	96	3	28	16	14	1	62	65	23	13	34	18	69	32	13	lukewarm	lukewarm	cold	warm	lukewarm	cold	cold	lukewarm	lukewarm	hot	lukewarm	hot	lukewarm	lukewarm	hot	hot	cold	warm	lukewarm	cold	lukewarm	warm	cold	cold	lukewarm	warm	cold	lukewarm	lukewarm	cold	lukewarm	cold	hot	cold	hot	hot	lukewarm	hot	lukewarm	warm	hot	lukewarm	warm	lukewarm	lukewarm	lukewarm	cold	hot	lukewarm	hot	cold	lukewarm	lukewarm	hot	lukewarm	lukewarm	hot	cold	lukewarm	hot	warm	lukewarm	cold	cold	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	cold	warm	hot	warm	warm	hot	cold	cold	lukewarm	hot	warm	warm	warm	warm	warm	lukewarm	lukewarm	hot	cold	lukewarm	cold	hot	hot	lukewarm	hot	warm	lukewarm	cold	warm
s403	95	91	11	98	34	62	69	5	27	0	73	36	14	21	31	60	2	53	81	100	26	68	96	23	4	74	30	91	83	23	78	94	62	21	80	27	82	45	60	69	88	41	35	36	81	98	78	92	13	17	93	31	18	13	26	40	31	83	39	14	17	39	48	4	41	81	58	11	23	4	91	100	75	20	73	59	73	94	70	7	12	96	90	22	69	67	89	23	4	83	67	94	99	68	46	60	52	52	50	63	hot	lukewarm	warm	hot	cold	warm	lukewarm	warm	cold	lukewarm	hot	warm	warm	warm	lukewarm	cold	hot	cold	warm	cold	warm	cold	warm	lukewarm	hot	cold	warm	warm	cold	lukewarm	cold	lukewarm	warm	warm	hot	lukewarm	lukewarm	cold	lukewarm	cold	cold	lukewarm	warm	lukewarm	hot	cold	hot	cold	warm	lukewarm	cold	cold	hot	cold	lukewarm	lukewarm	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	cold	warm	lukewarm	hot	lukewarm	cold	lukewarm	warm	lukewarm	warm	warm	warm	cold	lukewarm	warm	cold	lukewarm	warm	lukewarm	hot	lukewarm	warm	cold	hot	hot	hot	cold	hot	warm	warm	lukewarm	hot	hot	warm	lukewarm	lukewarm	cold
s404	47	81	4	69	49	16	56	15	71	85	25	14	63	33	4	99	34	67	77	80	89	35	96	4	12	24	65	20	50	52	25	43	37	42	62	12	85	57	67	53	47	54	26	54	13	67	4	30	20	92	52	0	82	49	29	4	13	30	56	5	4	80	30	73	98	90	52	89	100	94	97	71	85	6	20	2	33	83	70	38	28	2	48	53	86	8	52	49	100	17	88	90	59	67	37	15	86	67	45	42	cold	warm	lukewarm	cold	warm	hot	lukewarm	warm	cold	lukewarm	lukewarm	lukewarm	warm	lukewarm	warm	warm	lukewarm	cold	warm	warm	hot	hot	cold	warm	cold	hot	cold	warm	warm	warm	hot	cold	cold	cold	warm	cold	warm	lukewarm	lukewarm	lukewarm	hot	lukewarm	lukewarm	warm	cold	cold	warm	cold	cold	cold	warm	cold	hot	hot	lukewarm	hot	cold	cold	hot	hot	hot	cold	cold	warm	cold	hot	lukewarm	cold	lukewarm	warm	cold	cold	cold	lukewarm	cold	cold	lukewarm	warm	warm	cold	lukewarm	hot	warm	hot	lukewarm	cold	cold	lukewarm	hot	hot	cold	hot	hot	lukewarm	lukewarm	cold	hot	cold	lukewarm	hot
s405	64	94	25	48	63	51	10	36	30	61	10	54	53	94	62	74	0	73	58	63	0	7	44	5	17	53	46	93	1	43	90	64	42	47	31	42	42	62	88	51	24	38	62	18	93	13	33	24	65	1	55	5	23	36	50	75	51	88	91	23	34	93	24	41	12	7	14	19	79	7	59	74	67	24	39	32	89	97	46	89	56	84	17	93	49	90	5	73	39	57	74	24	4	94	68	70	43	26	58	38	hot	cold	warm	cold	hot	cold	lukewarm	cold	lukewarm	warm	cold	hot	cold	lukewarm	lukewarm	hot	warm	hot	warm	warm	hot	warm	warm	lukewarm	hot	cold	cold	lukewarm	lukewarm	warm	warm	lukewarm	cold	lukewarm	warm	cold	hot	lukewarm	lukewarm	cold	cold	cold	cold	warm	hot	hot	lukewarm	cold	lukewarm	cold	cold	hot	warm	lukewarm	warm	cold	hot	hot	hot	hot	warm	lukewarm	warm	lukewarm	cold	hot	cold	lukewarm	hot	cold	lukewarm	warm	warm	hot	hot	hot	hot	lukewarm	lukewarm	lukewarm	warm	lukewarm	lukewarm	warm	cold	hot	hot	hot	cold	lukewarm	warm	cold	cold	warm	lukewarm	warm	warm	hot	warm	hot
s406	58	71	72	8	9	25	43	59	30	46	58	74	53	78	82	41	75	84	48	33	50	89	79	71	12	55	44	79	45	68	91	99	82	64	88	53	33	62	78	92	80	1	66	89	94	96	20	4	17	56	58	16	50	97	16	61	73	54	90	34	94	57	14	74	77	80	46	79	7	40	71	44	33	30	81	53	29	91	8	85	62	68	9	92	83	27	43	78	21	42	100	62	12	89	51	77	23	74	33	65	warm	warm	warm	warm	lukewarm	hot	cold	lukewarm	lukewarm	lukewarm	hot	cold	cold	warm	lukewarm	lukewarm	warm	cold	hot	lukewarm	cold	lukewarm	cold	lukewarm	hot	cold	cold	cold	cold	cold	lukewarm	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	hot	warm	lukewarm	hot	hot	warm	hot	hot	lukewarm	lukewarm	hot	warm	hot	hot	cold	hot	lukewarm	hot	hot	hot	warm	lukewarm	lukewarm	lukewarm	warm	cold	warm	cold	warm	hot	lukewarm	hot	cold	lukewarm	cold	lukewarm	cold	cold	cold	lukewarm	cold	cold	cold	lukewarm	lukewarm	cold	hot	warm	warm	lukewarm	cold	warm	warm	hot	hot	hot	cold	lukewarm	lukewarm
s407	67	82	79	81	44	32	2	84	33	34	21	10	84	70	58	49	85	83	65	15	12	61	46	58	33	3	90	96	63	8	93	5	68	37	63	19	45	17	61	50	1	34	6	86	95	40	76	19	46	100	36	69	78	70	45	40	36	41	67	47	90	12	96	49	29	22	42	86	0	77	63	89	87	73	38	4	27	41	6	100	15	6	29	36	43	41	44	36	4	20	36	45	6	98	63	24	8	61	42	3	warm	cold	warm	cold	hot	warm	cold	cold	warm	lukewarm	hot	hot	hot	lukewarm	lukewarm	lukewarm	hot	warm	cold	warm	hot	hot	warm	cold	hot	hot	warm	hot	hot	cold	warm	cold	hot	lukewarm	warm	hot	cold	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	hot	cold	warm	warm	hot	cold	lukewarm	hot	cold	lukewarm	cold	warm	lukewarm	cold	hot	lukewarm	cold	lukewarm	cold	cold	warm	cold	lukewarm	lukewarm	lukewarm	cold	warm	cold	lukewarm	hot	cold	warm	hot	hot	hot	lukewarm	lukewarm	hot	hot	hot	warm	cold	warm	warm	cold	hot	lukewarm	lukewarm	cold	lukewarm	cold	warm	warm	cold	hot	cold	cold
s408	88	91	27	94	95	88	87	13	36	46	99	1	72	27	12	93	18	4	4	43	11	21	17	67	23	7	44	4	25	44	79	75	29	12	83	52	50	32	22	8	77	50	63	90	94	55	86	91	60	26	41	75	21	75	47	39	83	96	49	72	73	41	20	35	63	47	99	1	49	45	55	55	98	61	47	86	34	78	57	39	15	80	73	33	50	1	75	83	5	38	9	74	39	61	8	72	81	95	75	5	cold	cold	lukewarm	lukewarm	lukewarm	warm	hot	lukewarm	warm	warm	warm	warm	warm	hot	warm	cold	lukewarm	lukewarm	cold	warm	cold	warm	warm	lukewarm	cold	cold	lukewarm	cold	hot	warm	cold	cold	warm	lukewarm	hot	cold	warm	cold	hot	warm	cold	warm	cold	lukewarm	hot	lukewarm	hot	cold	cold	lukewarm	lukewarm	hot	lukewarm	hot	warm	lukewarm	hot	warm	lukewarm	lukewarm	warm	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	warm	warm	hot	hot	cold	cold	warm	lukewarm	hot	warm	lukewarm	hot	warm	warm	cold	lukewarm	lukewarm	cold	hot	cold	hot	warm	cold	lukewarm	hot	cold	lukewarm	warm	lukewarm	hot	hot	cold	cold
s409	36	47	2	90	92	15	25	61	10	46	62	3	17	89	47	14	13	43	31	20	7	48	54	98	58	72	78	35	75	0	86	19	28	95	97	20	92	8	46	87	56	75	99	5	74	5	24	92	99	65	68	21	24	73	68	88	30	67	96	24	62	95	46	54	55	84	98	14	81	26	51	28	44	93	10	38	22	47	20	89	24	59	74	19	45	74	90	86	59	4	97	61	12	53	12	12	75	55	44	48	hot	cold	lukewarm	cold	cold	cold	hot	warm	warm	lukewarm	cold	warm	warm	lukewarm	lukewarm	cold	warm	warm	lukewarm	warm	hot	cold	warm	lukewarm	warm	warm	cold	warm	warm	hot	lukewarm	warm	cold	cold	hot	lukewarm	hot	lukewarm	cold	cold	warm	lukewarm	lukewarm	lukewarm	hot	hot	warm	lukewarm	hot	warm	warm	hot	hot	hot	hot	warm	lukewarm	lukewarm	cold	warm	lukewarm	warm	lukewarm	warm	hot	cold	cold	lukewarm	cold	warm	lukewarm	hot	warm	lukewarm	cold	cold	cold	warm	lukewarm	lukewarm	cold	warm	lukewarm	hot	lukewarm	hot	warm	hot	warm	lukewarm	warm	cold	lukewarm	hot	lukewarm	warm	lukewarm	warm	lukewarm	lukewarm
s410	9	31	89	51	30	85	49	18	4	25	71	94	33	87	83	63	27	43	28	63	24	79	81	69	98	6	15	60	41	54	56	36	77	21	72	74	0	33	44	23	93	5	64	72	11	58	67	55	33	35	94	82	55	57	13	17	19	34	84	33	88	75	15	41	12	75	6	38	40	12	58	53	3	39	54	91	5	88	56	28	73	8	85	22	86	58	74	93	56	32	12	88	79	37	85	33	67	77	71	45	cold	lukewarm	hot	cold	warm	cold	warm	lukewarm	hot	warm	lukewarm	cold	warm	lukewarm	cold	lukewarm	cold	cold	warm	lukewarm	cold	lukewarm	cold	cold	cold	warm	hot	lukewarm	cold	warm	cold	lukewarm	hot	cold	warm	cold	lukewarm	warm	hot	lukewarm	warm	lukewarm	cold	warm	lukewarm	warm	hot	lukewarm	hot	cold	lukewarm	warm	lukewarm	warm	lukewarm	hot	hot	lukewarm	hot	lukewarm	cold	hot	lukewarm	warm	cold	lukewarm	lukewarm	hot	warm	warm	cold	lukewarm	cold	lukewarm	cold	hot	cold	hot	hot	warm	warm	warm	hot	warm	warm	cold	warm	lukewarm	cold	hot	warm	warm	warm	hot	hot	warm	lukewarm	lukewarm	lukewarm	lukewarm
s411	5	40	63	79	16	5	11	35	58	60	54	40	41	33	85	7	87	50	35	84	58	10	42	45	52	38	32	8	60	6	8	59	0	98	96	29	93	100	95	81	71	89	26	16	27	92	73	73	90	37	11	32	43	31	43	13	43	1	0	85	29	3	39	71	43	24	96	73	9	65	71	63	50	7	50	18	71	97	51	24	18	68	91	27	2	88	14	41	99	59	61	33	28	72	55	66	71	35	69	12	lukewarm	lukewarm	hot	warm	lukewarm	lukewarm	hot	hot	cold	cold	cold	hot	hot	warm	lukewarm	warm	lukewarm	cold	hot	cold	lukewarm	warm	cold	hot	lukewarm	lukewarm	lukewarm	warm	cold	warm	hot	hot	cold	cold	cold	warm	warm	warm	hot	hot	warm	lukewarm	lukewarm	cold	hot	hot	warm	hot	cold	lukewarm	cold	lukewarm	hot	hot	warm	cold	cold	hot	hot	hot	lukewarm	lukewarm	hot	warm	cold	hot	warm	hot	lukewarm	lukewarm	warm	hot	warm	hot	warm	lukewarm	lukewarm	warm	warm	hot	cold	cold	lukewarm	lukewarm	warm	cold	cold	hot	lukewarm	hot	hot	lukewarm	warm	warm	lukewarm	hot	lukewarm	lukewarm	warm	lukewarm
s412	68	92	65	3	60	99	49	6	66	55	22	76	47	47	40	23	34	1	43	44	35	13	9	40	44	22	75	34	59	94	43	90	77	31	50	87	88	60	72	56	17	90	47	94	19	7	87	77	47	10	47	42	66	58	87	5	79	48	73	72	9	17	35	26	82	8	43	37	31	43	36	29	86	63	75	88	29	23	66	15	63	46	35	97	11	49	46	64	62	49	14	6	45	93	93	47	8	87	43	64	cold	cold	hot	warm	cold	lukewarm	lukewarm	warm	cold	cold	warm	warm	lukewarm	cold	cold	hot	cold	lukewarm	lukewarm	cold	hot	lukewarm	lukewarm	hot	lukewarm	cold	lukewarm	hot	hot	warm	cold	cold	hot	lukewarm	lukewarm	hot	cold	hot	cold	lukewarm	lukewarm	lukewarm	warm	cold	cold	hot	lukewarm	warm	lukewarm	cold	cold	cold	hot	hot	warm	warm	cold	lukewarm	hot	lukewarm	hot	lukewarm	hot	warm	warm	hot	warm	lukewarm	hot	hot	hot	hot	lukewarm	cold	lukewarm	cold	cold	hot	warm	cold	cold	hot	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	lukewarm	warm	hot	lukewarm	lukewarm	cold	cold	cold	cold	lukewarm	hot	lukewarm
s413	71	39	34	82	49	61	5	93	11	69	93	55	92	91	44	15	96	14	52	91	74	48	52	21	56	73	22	27	16	6	90	96	95	20	81	34	13	12	99	21	33	35	90	99	51	57	9	52	32	75	62	6	10	99	30	86	52	39	37	35	50	85	1	100	31	44	40	90	77	78	97	73	0	97	17	56	11	68	44	99	22	39	94	19	60	53	74	96	18	59	68	75	87	71	33	54	31	86	18	56	hot	hot	cold	hot	cold	warm	cold	hot	warm	warm	warm	lukewarm	warm	hot	hot	lukewarm	lukewarm	hot	warm	lukewarm	warm	cold	hot	cold	lukewarm	cold	cold	lukewarm	lukewarm	lukewarm	warm	hot	cold	warm	cold	cold	lukewarm	cold	hot	warm	hot	lukewarm	hot	lukewarm	cold	warm	warm	warm	warm	lukewarm	hot	warm	cold	lukewarm	cold	lukewarm	hot	lukewarm	lukewarm	warm	cold	warm	hot	lukewarm	hot	hot	lukewarm	cold	warm	warm	cold	hot	warm	hot	warm	lukewarm	hot	warm	cold	lukewarm	lukewarm	cold	cold	lukewarm	cold	lukewarm	warm	warm	cold	cold	hot	cold	hot	hot	warm	cold	cold	cold	lukewarm	warm
s414	63	40	70	83	77	98	49	23	91	21	27	61	67	8	79	56	68	53	7	100	33	54	64	86	25	25	42	84	96	7	36	87	18	50	84	68	99	5	26	74	87	81	4	8	91	49	84	77	29	70	72	55	73	3	30	4	67	72	92	69	37	28	11	4	33	79	77	19	11	80	76	32	20	88	67	12	94	71	37	74	4	81	91	93	92	98	63	37	24	97	3	2	60	22	90	37	80	26	25	63	warm	hot	cold	hot	hot	cold	cold	cold	hot	warm	warm	lukewarm	hot	cold	hot	hot	hot	hot	cold	hot	lukewarm	hot	cold	warm	hot	lukewarm	lukewarm	warm	cold	cold	cold	hot	warm	hot	warm	warm	warm	hot	cold	hot	lukewarm	warm	cold	hot	warm	cold	hot	warm	warm	lukewarm	hot	warm	hot	cold	lukewarm	cold	cold	hot	warm	warm	hot	hot	hot	warm	cold	hot	cold	cold	cold	warm	warm	cold	warm	cold	lukewarm	cold	warm	cold	cold	hot	hot	hot	lukewarm	warm	warm	hot	lukewarm	hot	hot	warm	warm	lukewarm	hot	hot	lukewarm	lukewarm	warm	cold	cold	cold
s415	91	34	60	18	76	63	85	21	2	99	19	74	100	31	38	65	49	2	99	81	61	46	33	87	97	3	15	52	16	83	24	100	81	25	72	30	13	67	60	4	59	31	57	89	61	60	36	55	7	96	34	47	33	99	37	9	51	11	85	94	36	74	50	86	24	89	79	23	51	79	8	38	14	35	22	98	82	96	15	33	76	89	65	45	37	11	27	2	38	56	98	55	3	8	5	29	94	51	83	77	cold	hot	warm	lukewarm	hot	lukewarm	cold	lukewarm	hot	hot	hot	cold	hot	lukewarm	hot	hot	hot	lukewarm	hot	cold	hot	lukewarm	warm	lukewarm	hot	lukewarm	hot	cold	cold	lukewarm	warm	cold	lukewarm	warm	cold	lukewarm	warm	hot	lukewarm	cold	warm	hot	hot	hot	warm	cold	hot	cold	warm	hot	cold	warm	hot	hot	hot	hot	hot	hot	warm	warm	cold	cold	hot	cold	warm	cold	hot	cold	lukewarm	lukewarm	warm	cold	hot	cold	hot	lukewarm	warm	warm	lukewarm	hot	cold	cold	lukewarm	lukewarm	hot	cold	cold	hot	cold	warm	lukewarm	hot	warm	warm	warm	warm	lukewarm	hot	warm	lukewarm
s416	76	0	36	35	28	19	72	61	8	74	93	72	94	27	43	9	75	59	78	16	36	66	11	55	19	10	35	81	82	58	39	38	49	94	97	57	16	13	2	87	37	5	17	89	72	49	75	33	95	26	99	86	3	45	90	9	34	87	18	55	52	88	45	96	47	47	31	55	80	93	7	74	10	17	2	74	6	79	87	15	52	1	55	32	8	43	24	5	66	62	57	29	93	12	38	35	32	8	62	47	cold	lukewarm	cold	warm	cold	warm	warm	hot	cold	lukewarm	hot	lukewarm	warm	hot	hot	hot	lukewarm	hot	hot	lukewarm	lukewarm	warm	hot	warm	hot	cold	hot	warm	hot	warm	hot	cold	hot	lukewarm	warm	warm	warm	hot	warm	warm	cold	hot	hot	warm	cold	lukewarm	warm	cold	lukewarm	lukewarm	warm	hot	lukewarm	cold	warm	cold	cold	lukewarm	cold	lukewarm	lukewarm	warm	warm	hot	cold	lukewarm	hot	warm	warm	cold	warm	hot	cold	lukewarm	cold	cold	warm	lukewarm	lukewarm	cold	hot	hot	hot	lukewarm	cold	warm	lukewarm	lukewarm	hot	hot	warm	warm	warm	lukewarm	hot	hot	warm	warm	hot	warm
s417	62	31	75	76	52	82	95	27	54	36	49	64	43	4	57	87	82	16	15	59	49	8	82	25	6	54	17	100	42	34	58	82	67	46	25	95	37	11	79	32	55	12	54	51	48	33	57	1	66	48	97	28	98	78	40	9	42	36	34	64	55	51	26	61	14	18	43	53	58	95	71	60	49	79	35	94	58	82	19	45	70	31	47	64	31	15	25	85	5	59	80	58	81	59	41	62	62	10	52	15	cold	warm	hot	cold	lukewarm	warm	warm	cold	hot	warm	lukewarm	warm	hot	hot	hot	hot	hot	lukewarm	hot	warm	cold	hot	hot	warm	lukewarm	warm	cold	hot	hot	lukewarm	lukewarm	warm	cold	hot	lukewarm	lukewarm	lukewarm	warm	cold	hot	lukewarm	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	hot	warm	hot	cold	cold	lukewarm	warm	lukewarm	cold	hot	hot	hot	cold	hot	warm	hot	warm	lukewarm	lukewarm	lukewarm	cold	cold	cold	cold	lukewarm	lukewarm	warm	hot	warm	warm	warm	cold	warm	cold	hot	lukewarm	warm	hot	hot	cold	warm	cold	lukewarm	cold	lukewarm	warm	warm	cold	lukewarm	cold	cold	lukewarm	warm
s418	92	82	19	100	75	88	64	80	97	67	30	33	78	85	40	0	78	98	7	97	45	47	76	25	1	48	83	15	70	73	33	7	47	47	20	8	88	84	43	33	14	26	34	60	43	7	86	96	64	44	19	50	42	70	36	88	54	71	79	56	35	100	50	71	49	47	37	87	53	49	75	81	40	5	98	38	59	27	66	24	29	92	21	92	63	76	83	69	2	78	78	79	17	22	5	89	70	86	72	68	hot	hot	hot	cold	hot	lukewarm	cold	warm	hot	hot	warm	warm	cold	hot	lukewarm	lukewarm	warm	hot	warm	hot	cold	hot	cold	lukewarm	warm	cold	warm	warm	lukewarm	warm	warm	warm	warm	cold	cold	lukewarm	hot	hot	cold	warm	cold	warm	hot	cold	cold	lukewarm	warm	hot	warm	hot	cold	lukewarm	warm	warm	cold	warm	lukewarm	cold	warm	cold	lukewarm	cold	lukewarm	cold	hot	lukewarm	warm	lukewarm	lukewarm	lukewarm	hot	hot	hot	cold	lukewarm	warm	cold	cold	cold	hot	hot	lukewarm	cold	warm	lukewarm	cold	hot	lukewarm	warm	lukewarm	hot	warm	lukewarm	warm	lukewarm	warm	warm	hot	cold	warm
s419	12	3	74	21	40	71	36	95	59	15	80	79	88	13	58	95	50	91	56	29	76	76	63	36	33	41	27	61	38	90	88	12	96	16	65	49	95	75	89	3	59	85	25	65	73	58	30	15	17	81	89	47	33	32	57	45	86	6	46	66	58	32	6	50	92	87	25	3	98	35	22	30	44	30	53	0	2	1	25	1	12	62	5	69	50	29	62	82	59	71	64	70	46	89	20	79	78	17	79	72	hot	lukewarm	hot	warm	warm	lukewarm	cold	cold	hot	cold	lukewarm	hot	warm	cold	warm	lukewarm	warm	cold	cold	cold	hot	lukewarm	cold	lukewarm	hot	cold	lukewarm	cold	warm	lukewarm	lukewarm	warm	hot	hot	cold	hot	lukewarm	cold	hot	lukewarm	warm	cold	lukewarm	cold	hot	lukewarm	warm	hot	lukewarm	cold	warm	cold	cold	hot	hot	cold	lukewarm	lukewarm	cold	warm	hot	hot	hot	cold	hot	cold	lukewarm	warm	lukewarm	cold	lukewarm	cold	cold	hot	cold	cold	cold	lukewarm	cold	cold	cold	hot	hot	hot	warm	lukewarm	cold	cold	warm	cold	warm	warm	lukewarm	hot	hot	cold	warm	warm	hot	cold
s420	73	88	2	15	71	64	10	59	39	21	53	100	22	74	18	93	69	76	94	98	75	9	56	92	31	20	2	73	34	61	40	77	73	27	55	36	45	4	97	87	73	58	50	80	86	34	84	25	16	64	67	14	77	15	33	85	48	63	92	73	74	35	54	7	62	57	17	21	73	58	88	99	8	85	99	53	96	19	86	11	39	9	67	97	17	63	89	78	80	12	57	85	97	36	94	9	48	95	25	71	warm	cold	warm	warm	lukewarm	lukewarm	hot	lukewarm	lukewarm	hot	hot	cold	warm	warm	warm	warm	warm	hot	lukewarm	hot	hot	hot	hot	cold	lukewarm	warm	warm	cold	hot	lukewarm	cold	lukewarm	warm	warm	warm	cold	cold	lukewarm	hot	lukewarm	hot	hot	hot	hot	lukewarm	lukewarm	warm	cold	warm	cold	lukewarm	cold	lukewarm	warm	cold	cold	warm	lukewarm	lukewarm	warm	lukewarm	warm	cold	warm	lukewarm	warm	warm	hot	hot	hot	hot	hot	hot	warm	cold	cold	cold	hot	cold	warm	lukewarm	hot	warm	warm	lukewarm	lukewarm	cold	lukewarm	hot	warm	cold	lukewarm	warm	hot	hot	lukewarm	hot	cold	hot	cold
s421	10	9	7	54	85	57	88	54	42	100	94	79	11	74	15	21	43	90	93	29	84	73	29	42	41	25	56	69	59	39	58	63	5	82	1	80	0	93	37	50	57	32	8	95	86	53	50	31	70	22	85	86	50	98	16	0	95	18	23	72	94	65	10	35	28	89	2	41	9	8	10	59	87	55	19	3	23	42	19	33	54	26	89	20	3	45	14	44	68	5	37	35	10	11	54	59	16	9	85	48	warm	lukewarm	lukewarm	hot	lukewarm	cold	hot	hot	cold	lukewarm	cold	cold	lukewarm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	warm	hot	warm	hot	hot	hot	warm	warm	warm	cold	lukewarm	hot	lukewarm	lukewarm	warm	warm	hot	warm	lukewarm	lukewarm	lukewarm	lukewarm	warm	hot	cold	warm	cold	warm	cold	hot	cold	cold	hot	hot	hot	cold	lukewarm	hot	lukewarm	warm	hot	cold	warm	cold	lukewarm	hot	hot	lukewarm	lukewarm	lukewarm	hot	lukewarm	lukewarm	lukewarm	cold	cold	warm	hot	cold	warm	warm	cold	cold	cold	cold	warm	lukewarm	warm	hot	hot	lukewarm	cold	warm	cold	cold	hot	warm	cold	lukewarm
